Area,County,CancerType,Sex,AgeAdjustedRate,CaseCount,Population
Iowa,Hamilton County,Female Breast,Female,121.1,63,38455
Iowa,Hardin County,Female Breast,Female,123,83,43172
Iowa,Greene County,Female Breast,Female,126.1,42,23116
Iowa,Grundy County,Female Breast,Female,148.6,72,31338
Iowa,Fayette County,Female Breast,Female,114.1,84,50548
Iowa,Franklin County,Female Breast,Female,135.9,45,25896
Iowa,Dubuque County,Female Breast,Female,134.4,398,243528
Iowa,Dickinson County,Female Breast,Female,132.7,97,42508
Iowa,Wapello County,Female Breast,Female,134,158,89670
Iowa,Van Buren County,Female Breast,Female,139.4,37,18151
Iowa,Winneshiek County,Female Breast,Female,116.6,77,52258
Iowa,Woodbury County,Female Breast,Female,116.8,335,258850
Iowa,Harrison County,Female Breast,Female,144.3,69,35858
Iowa,Jasper County,Female Breast,Female,121.8,148,89681
Iowa,Madison County,Female Breast,Female,118.8,58,39214
Iowa,Humboldt County,Female Breast,Female,126.9,45,24389
Iowa,Lucas County,Female Breast,Female,164.6,48,21448
Iowa,Marion County,Female Breast,Female,134.5,139,83200
Iowa,Iowa County,Female Breast,Female,124.7,67,40930
